STATE,COUNTY,YEAR,POP
Minnesota,Stearns County,2003,138401
Minnesota,Stearns County,2004,139788
Minnesota,Stearns County,2005,141813
Minnesota,Stearns County,2006,144256
Minnesota,Stearns County,2007,146591
Minnesota,Stearns County,2008,148307
Minnesota,Stearns County,2009,149696
Minnesota,Stearns County,2010,150642
Minnesota,Stearns County,2011,151359
Minnesota,Stearns County,2012,151891
Minnesota,Stearns County,2013,152577
Minnesota,Stearns County,2014,153972
Minnesota,Stearns County,2015,156003
Minnesota,Stearns County,2016,157225
Minnesota,Stearns County,2017,158301
Minnesota,Stearns County,2018,159656
Minnesota,Stearns County,2019,161075
Minnesota,Steele County,2000,33793
Minnesota,Steele County,2001,34154
Minnesota,Steele County,2002,34318
Minnesota,Steele County,2003,34669
Minnesota,Steele County,2004,35090
Minnesota,Steele County,2005,35568
Minnesota,Steele County,2006,36040
Minnesota,Steele County,2007,36342
Minnesota,Steele County,2008,36558
Minnesota,Steele County,2009,36684
Minnesota,Steele County,2010,36576
Minnesota,Steele County,2011,36568
Minnesota,Steele County,2012,36311
Minnesota,Steele County,2013,36363
Minnesota,Steele County,2014,36483
Minnesota,Steele County,2015,36599
Minnesota,Steele County,2016,36644
Minnesota,Steele County,2017,36787
Minnesota,Steele County,2018,36738
Minnesota,Steele County,2019,36649
Minnesota,Stevens County,2000,10021
Minnesota,Stevens County,2001,9988
Minnesota,Stevens County,2002,9942
Minnesota,Stevens County,2003,9945
Minnesota,Stevens County,2004,9857
Minnesota,Stevens County,2005,9807
Minnesota,Stevens County,2006,9729
Minnesota,Stevens County,2007,9660
Minnesota,Stevens County,2008,9711
Minnesota,Stevens County,2009,9735
Minnesota,Stevens County,2010,9726
Minnesota,Stevens County,2011,9708
Minnesota,Stevens County,2012,9733
Minnesota,Stevens County,2013,9747
Minnesota,Stevens County,2014,9852
Minnesota,Stevens County,2015,9874
Minnesota,Stevens County,2016,9810
Minnesota,Stevens County,2017,9706
Minnesota,Stevens County,2018,9752
Minnesota,Stevens County,2019,9805
Minnesota,Swift County,2000,11834
Minnesota,Swift County,2001,11220
Minnesota,Swift County,2002,10981
Minnesota,Swift County,2003,10811
Minnesota,Swift County,2004,10551
Minnesota,Swift County,2005,10232
Minnesota,Swift County,2006,10119
Minnesota,Swift County,2007,10058
Minnesota,Swift County,2008,9966
Minnesota,Swift County,2009,9827
Minnesota,Swift County,2010,9783
Minnesota,Swift County,2011,9676
Minnesota,Swift County,2012,9632
Minnesota,Swift County,2013,9552
Minnesota,Swift County,2014,9486
Minnesota,Swift County,2015,9376
Minnesota,Swift County,2016,9442
Minnesota,Swift County,2017,9387
Minnesota,Swift County,2018,9323
Minnesota,Swift County,2019,9266
Minnesota,Todd County,2000,24407
Minnesota,Todd County,2001,24567
Minnesota,Todd County,2002,24463
Minnesota,Todd County,2003,24467
Minnesota,Todd County,2004,24633
Minnesota,Todd County,2005,24608
Minnesota,Todd County,2006,24620
Minnesota,Todd County,2007,24819
Minnesota,Todd County,2008,24859
Minnesota,Todd County,2009,24839
Minnesota,Todd County,2010,24895
Minnesota,Todd County,2011,24890
Minnesota,Todd County,2012,24653
Minnesota,Todd County,2013,24488
Minnesota,Todd County,2014,24350
Minnesota,Todd County,2015,24328
Minnesota,Todd County,2016,24381
Minnesota,Todd County,2017,24526
Minnesota,Todd County,2018,24570
Minnesota,Todd County,2019,24664
Minnesota,Traverse County,2000,4123
Minnesota,Traverse County,2001,3978
Minnesota,Traverse County,2002,3929
Minnesota,Traverse County,2003,3883
Minnesota,Traverse County,2004,3871
Minnesota,Traverse County,2005,3838
Minnesota,Traverse County,2006,3795
Minnesota,Traverse County,2007,3709
Minnesota,Traverse County,2008,3637
Minnesota,Traverse County,2009,3600
Minnesota,Traverse County,2010,3558
Minnesota,Traverse County,2011,3489
Minnesota,Traverse County,2012,3404
Minnesota,Traverse County,2013,3402
Minnesota,Traverse County,2014,3379
Minnesota,Traverse County,2015,3373
Minnesota,Traverse County,2016,3330
Minnesota,Traverse County,2017,3304
Minnesota,Traverse County,2018,3291
Minnesota,Traverse County,2019,3259
Minnesota,Wabasha County,2000,21644
Minnesota,Wabasha County,2001,21764
Minnesota,Wabasha County,2002,21752
Minnesota,Wabasha County,2003,21821
Minnesota,Wabasha County,2004,21755
Minnesota,Wabasha County,2005,21706
Minnesota,Wabasha County,2006,21826
Minnesota,Wabasha County,2007,21708
Minnesota,Wabasha County,2008,21787
Minnesota,Wabasha County,2009,21734
Minnesota,Wabasha County,2010,21676
Minnesota,Wabasha County,2011,21610
Minnesota,Wabasha County,2012,21542
Minnesota,Wabasha County,2013,21566
Minnesota,Wabasha County,2014,21461
Minnesota,Wabasha County,2015,21387
Minnesota,Wabasha County,2016,21435
Minnesota,Wabasha County,2017,21590
Minnesota,Wabasha County,2018,21645
Minnesota,Wabasha County,2019,21627
Minnesota,Wadena County,2000,13745
Minnesota,Wadena County,2001,13737
Minnesota,Wadena County,2002,13789
Minnesota,Wadena County,2003,13682
Minnesota,Wadena County,2004,13682
Minnesota,Wadena County,2005,13799
Minnesota,Wadena County,2006,13705
Minnesota,Wadena County,2007,13840
Minnesota,Wadena County,2008,13844
Minnesota,Wadena County,2009,13825
Minnesota,Wadena County,2010,13843
Minnesota,Wadena County,2011,13652
Minnesota,Wadena County,2012,13607
Minnesota,Wadena County,2013,13641
Minnesota,Wadena County,2014,13589
Minnesota,Wadena County,2015,13667
Minnesota,Wadena County,2016,13550
Minnesota,Wadena County,2017,13647
Minnesota,Wadena County,2018,13723
Minnesota,Wadena County,2019,13682
Minnesota,Waseca County,2000,19522
Minnesota,Waseca County,2001,19486
Minnesota,Waseca County,2002,19483
Minnesota,Waseca County,2003,19416
Minnesota,Waseca County,2004,19245
Minnesota,Waseca County,2005,19288
Minnesota,Waseca County,2006,19348
Minnesota,Waseca County,2007,19407
Minnesota,Waseca County,2008,19311
Minnesota,Waseca County,2009,18639
Minnesota,Waseca County,2010,19136
Minnesota,Waseca County,2011,19185
Minnesota,Waseca County,2012,19176
Minnesota,Waseca County,2013,19036
Minnesota,Waseca County,2014,18925
Minnesota,Waseca County,2015,18926
Minnesota,Waseca County,2016,18783
Minnesota,Waseca County,2017,18713
Minnesota,Waseca County,2018,18664
Minnesota,Waseca County,2019,18612
Minnesota,Washington County,2000,202686
Minnesota,Washington County,2001,207206
Minnesota,Washington County,2002,210181
Minnesota,Washington County,2003,213909
Minnesota,Washington County,2004,215937
Minnesota,Washington County,2005,219972
Minnesota,Washington County,2006,225091
Minnesota,Washington County,2007,229756
Minnesota,Washington County,2008,233306
Minnesota,Washington County,2009,235684
Minnesota,Washington County,2010,238136
Minnesota,Washington County,2011,241410
Minnesota,Washington County,2012,243682
Minnesota,Washington County,2013,245946
Minnesota,Washington County,2014,248501
Minnesota,Washington County,2015,250386
Minnesota,Washington County,2016,252502
Minnesota,Washington County,2017,255464
Minnesota,Washington County,2018,258899
Minnesota,Washington County,2019,262440
Minnesota,Watonwan County,2000,11826
Minnesota,Watonwan County,2001,11856
Minnesota,Watonwan County,2002,11807
Minnesota,Watonwan County,2003,11664
Minnesota,Watonwan County,2004,11504
Minnesota,Watonwan County,2005,11377
Minnesota,Watonwan County,2006,11323
Minnesota,Watonwan County,2007,11231
Minnesota,Watonwan County,2008,11120
Minnesota,Watonwan County,2009,11171
Minnesota,Watonwan County,2010,11211
Minnesota,Watonwan County,2011,11167
Minnesota,Watonwan County,2012,11115
Minnesota,Watonwan County,2013,11049
Minnesota,Watonwan County,2014,10982
Minnesota,Watonwan County,2015,11018
Minnesota,Watonwan County,2016,11002
Minnesota,Watonwan County,2017,10934
Minnesota,Watonwan County,2018,11007
Minnesota,Watonwan County,2019,10897
Minnesota,Wilkin County,2000,7116
Minnesota,Wilkin County,2001,6989
Minnesota,Wilkin County,2002,6982
Minnesota,Wilkin County,2003,6964
Minnesota,Wilkin County,2004,6860
Minnesota,Wilkin County,2005,6801
Minnesota,Wilkin County,2006,6709
Minnesota,Wilkin County,2007,6715
Minnesota,Wilkin County,2008,6622
Minnesota,Wilkin County,2009,6563
Minnesota,Wilkin County,2010,6576
Minnesota,Wilkin County,2011,6578
Minnesota,Wilkin County,2012,6592
Minnesota,Wilkin County,2013,6496
Minnesota,Wilkin County,2014,6462
Minnesota,Wilkin County,2015,6357
Minnesota,Wilkin County,2016,6323
Minnesota,Wilkin County,2017,6322
Minnesota,Wilkin County,2018,6244
Minnesota,Wilkin County,2019,6207
Minnesota,Winona County,2000,50081
Minnesota,Winona County,2001,50072
Minnesota,Winona County,2002,49977
Minnesota,Winona County,2003,50200
Minnesota,Winona County,2004,50257
Minnesota,Winona County,2005,50756
Minnesota,Winona County,2006,50904
Minnesota,Winona County,2007,51316
Minnesota,Winona County,2008,51457
Minnesota,Winona County,2009,51422
Minnesota,Winona County,2010,51461
Minnesota,Winona County,2011,51355
Minnesota,Winona County,2012,51343
Minnesota,Winona County,2013,51332
Minnesota,Winona County,2014,51059
Minnesota,Winona County,2015,50827
Minnesota,Winona County,2016,50861
Minnesota,Winona County,2017,50718
Minnesota,Winona County,2018,50735
Minnesota,Winona County,2019,50484
Minnesota,Wright County,2000,90786
Minnesota,Wright County,2001,93922
Minnesota,Wright County,2002,98434
Minnesota,Wright County,2003,102856
Minnesota,Wright County,2004,106998
Minnesota,Wright County,2005,110674
Minnesota,Wright County,2006,115192
Minnesota,Wright County,2007,118635
Minnesota,Wright County,2008,121553
Minnesota,Wright County,2009,123320
Minnesota,Wright County,2010,124700
Minnesota,Wright County,2011,126229
Minnesota,Wright County,2012,127249
Minnesota,Wright County,2013,128199
Minnesota,Wright County,2014,129798
Minnesota,Wright County,2015,130973
Minnesota,Wright County,2016,132324
Minnesota,Wright County,2017,134205
Minnesota,Wright County,2018,136313
Minnesota,Wright County,2019,138377
Minnesota,Yellow Medicine County,2000,11208
Minnesota,Yellow Medicine County,2001,11136
Minnesota,Yellow Medicine County,2002,11002
Minnesota,Yellow Medicine County,2003,10924
Minnesota,Yellow Medicine County,2004,10795
Minnesota,Yellow Medicine County,2005,10691
Minnesota,Yellow Medicine County,2006,10663
Minnesota,Yellow Medicine County,2007,10574
Minnesota,Yellow Medicine County,2008,10473
Minnesota,Yellow Medicine County,2009,10437
Minnesota,Yellow Medicine County,2010,10438
Minnesota,Yellow Medicine County,2011,10284
Minnesota,Yellow Medicine County,2012,10153
Minnesota,Yellow Medicine County,2013,10078
Minnesota,Yellow Medicine County,2014,9982
Minnesota,Yellow Medicine County,2015,9837
Minnesota,Yellow Medicine County,2016,9888
Minnesota,Yellow Medicine County,2017,9836
Minnesota,Yellow Medicine County,2018,9799
Minnesota,Yellow Medicine County,2019,9709
Mississippi,Adams County,2000,34246
Mississippi,Adams County,2001,33945
Mississippi,Adams County,2002,33730
Mississippi,Adams County,2003,33482
Mississippi,Adams County,2004,32785
Mississippi,Adams County,2005,32674
Mississippi,Adams County,2006,33220
Mississippi,Adams County,2007,32889
Mississippi,Adams County,2008,32629
Mississippi,Adams County,2009,32305
Mississippi,Adams County,2010,32297
Mississippi,Adams County,2011,32435
Mississippi,Adams County,2012,32191
Mississippi,Adams County,2013,32111
Mississippi,Adams County,2014,32072
Mississippi,Adams County,2015,31561
Mississippi,Adams County,2016,31569
Mississippi,Adams County,2017,31462
Mississippi,Adams County,2018,31044
Mississippi,Adams County,2019,30693
Mississippi,Alcorn County,2000,34600
Mississippi,Alcorn County,2001,34746
Mississippi,Alcorn County,2002,34946
Mississippi,Alcorn County,2003,35045
Mississippi,Alcorn County,2004,35448
Mississippi,Alcorn County,2005,35688
Mississippi,Alcorn County,2006,36183
Mississippi,Alcorn County,2007,36608
Mississippi,Alcorn County,2008,36793
Mississippi,Alcorn County,2009,36868
Mississippi,Alcorn County,2010,37057
Mississippi,Alcorn County,2011,37282
Mississippi,Alcorn County,2012,37209
Mississippi,Alcorn County,2013,37281
Mississippi,Alcorn County,2014,37254
Mississippi,Alcorn County,2015,37276
Mississippi,Alcorn County,2016,37246
Mississippi,Alcorn County,2017,37165
Mississippi,Alcorn County,2018,36810
Mississippi,Alcorn County,2019,36953
Mississippi,Amite County,2000,13546
Mississippi,Amite County,2001,13471
Mississippi,Amite County,2002,13401
Mississippi,Amite County,2003,13415
Mississippi,Amite County,2004,13337
Mississippi,Amite County,2005,13396
Mississippi,Amite County,2006,13586
Mississippi,Amite County,2007,13400
Mississippi,Amite County,2008,13324
Mississippi,Amite County,2009,13171
Mississippi,Amite County,2010,13131
Mississippi,Amite County,2011,13142
Mississippi,Amite County,2012,12939
Mississippi,Amite County,2013,12856
Mississippi,Amite County,2014,12605
Mississippi,Amite County,2015,12553
Mississippi,Amite County,2016,12433
Mississippi,Amite County,2017,12448
Mississippi,Amite County,2018,12327
Mississippi,Amite County,2019,12297
Mississippi,Attala County,2000,19620
Mississippi,Attala County,2001,19595
Mississippi,Attala County,2002,19549
Mississippi,Attala County,2003,19469
Mississippi,Attala County,2004,19330
Mississippi,Attala County,2005,19265
Mississippi,Attala County,2006,19431
Mississippi,Attala County,2007,19511
Mississippi,Attala County,2008,19622
Mississippi,Attala County,2009,19611
Mississippi,Attala County,2010,19564
Mississippi,Attala County,2011,19385
Mississippi,Attala County,2012,19145
Mississippi,Attala County,2013,19110
Mississippi,Attala County,2014,18820
Mississippi,Attala County,2015,18665
Mississippi,Attala County,2016,18551
Mississippi,Attala County,2017,18467
Mississippi,Attala County,2018,18328
Mississippi,Attala County,2019,18174
Mississippi,Benton County,2000,8034
Mississippi,Benton County,2001,8006
Mississippi,Benton County,2002,8004
Mississippi,Benton County,2003,8073
Mississippi,Benton County,2004,8146
Mississippi,Benton County,2005,8307
Mississippi,Benton County,2006,8479
Mississippi,Benton County,2007,8603
Mississippi,Benton County,2008,8769
Mississippi,Benton County,2009,8689
Mississippi,Benton County,2010,8729
Mississippi,Benton County,2011,8715
Mississippi,Benton County,2012,8644
Mississippi,Benton County,2013,8493
Mississippi,Benton County,2014,8295
Mississippi,Benton County,2015,8155
Mississippi,Benton County,2016,8247
Mississippi,Benton County,2017,8255
Mississippi,Benton County,2018,8243
Mississippi,Benton County,2019,8259
Mississippi,Bolivar County,2000,40381
Mississippi,Bolivar County,2001,39723
Mississippi,Bolivar County,2002,38634
Mississippi,Bolivar County,2003,38027
Mississippi,Bolivar County,2004,37211
Mississippi,Bolivar County,2005,36305
Mississippi,Bolivar County,2006,36102
Mississippi,Bolivar County,2007,35628
Mississippi,Bolivar County,2008,35032
Mississippi,Bolivar County,2009,34450
Mississippi,Bolivar County,2010,34145
Mississippi,Bolivar County,2011,33807
Mississippi,Bolivar County,2012,33997
Mississippi,Bolivar County,2013,33979
Mississippi,Bolivar County,2014,33818
Mississippi,Bolivar County,2015,33230
Mississippi,Bolivar County,2016,32549
Mississippi,Bolivar County,2017,31718
Mississippi,Bolivar County,2018,31115
Mississippi,Bolivar County,2019,30628
Mississippi,Calhoun County,2000,15044
Mississippi,Calhoun County,2001,14991
Mississippi,Calhoun County,2002,14906
Mississippi,Calhoun County,2003,14887
Mississippi,Calhoun County,2004,14857
Mississippi,Calhoun County,2005,14803
Mississippi,Calhoun County,2006,14947
Mississippi,Calhoun County,2007,14967
Mississippi,Calhoun County,2008,14912
Mississippi,Calhoun County,2009,14940
Mississippi,Calhoun County,2010,14962
Mississippi,Calhoun County,2011,14905
Mississippi,Calhoun County,2012,14829
Mississippi,Calhoun County,2013,14708
Mississippi,Calhoun County,2014,14699
Mississippi,Calhoun County,2015,14639
Mississippi,Calhoun County,2016,14553
Mississippi,Calhoun County,2017,14508
Mississippi,Calhoun County,2018,14432
Mississippi,Calhoun County,2019,14361
Mississippi,Carroll County,2000,10764
Mississippi,Carroll County,2001,10699
Mississippi,Carroll County,2002,10567
Mississippi,Carroll County,2003,10565
Mississippi,Carroll County,2004,10544
Mississippi,Carroll County,2005,10473
Mississippi,Carroll County,2006,10534
Mississippi,Carroll County,2007,10630
Mississippi,Carroll County,2008,10694
Mississippi,Carroll County,2009,10604
Mississippi,Carroll County,2010,10597
Mississippi,Carroll County,2011,10435
Mississippi,Carroll County,2012,10400
Mississippi,Carroll County,2013,10323
Mississippi,Carroll County,2014,10235
Mississippi,Carroll County,2015,10203
Mississippi,Carroll County,2016,10186
Mississippi,Carroll County,2017,10094
Mississippi,Carroll County,2018,9920
Mississippi,Carroll County,2019,9947
Mississippi,Chickasaw County,2000,19372
Mississippi,Chickasaw County,2001,19266
Mississippi,Chickasaw County,2002,18976
Mississippi,Chickasaw County,2003,18811
Mississippi,Chickasaw County,2004,18642
Mississippi,Chickasaw County,2005,18369
Mississippi,Chickasaw County,2006,18074
Mississippi,Chickasaw County,2007,17884
Mississippi,Chickasaw County,2008,17639
Mississippi,Chickasaw County,2009,17439
Mississippi,Chickasaw County,2010,17392
Mississippi,Chickasaw County,2011,17500
Mississippi,Chickasaw County,2012,17502
Mississippi,Chickasaw County,2013,17384
Mississippi,Chickasaw County,2014,17404
Mississippi,Chickasaw County,2015,17395
Mississippi,Chickasaw County,2016,17224
Mississippi,Chickasaw County,2017,17144
Mississippi,Chickasaw County,2018,17100
Mississippi,Chickasaw County,2019,17103
Mississippi,Choctaw County,2000,9742
Mississippi,Choctaw County,2001,9545
Mississippi,Choctaw County,2002,9468
Mississippi,Choctaw County,2003,9358
Mississippi,Choctaw County,2004,9132
Mississippi,Choctaw County,2005,9026
Mississippi,Choctaw County,2006,8894
Mississippi,Choctaw County,2007,8680
Mississippi,Choctaw County,2008,8703
Mississippi,Choctaw County,2009,8576
Mississippi,Choctaw County,2010,8547
Mississippi,Choctaw County,2011,8450
Mississippi,Choctaw County,2012,8428
Mississippi,Choctaw County,2013,8461
Mississippi,Choctaw County,2014,8388
Mississippi,Choctaw County,2015,8372
Mississippi,Choctaw County,2016,8299
Mississippi,Choctaw County,2017,8240
Mississippi,Choctaw County,2018,8265
Mississippi,Choctaw County,2019,8210
Mississippi,Claiborne County,2000,11792
Mississippi,Claiborne County,2001,11519
Mississippi,Claiborne County,2002,11277
Mississippi,Claiborne County,2003,10889
Mississippi,Claiborne County,2004,10772
Mississippi,Claiborne County,2005,10646
Mississippi,Claiborne County,2006,10358
Mississippi,Claiborne County,2007,9962
Mississippi,Claiborne County,2008,9940
Mississippi,Claiborne County,2009,9822
Mississippi,Claiborne County,2010,9604
Mississippi,Claiborne County,2011,9780
Mississippi,Claiborne County,2012,9353
Mississippi,Claiborne County,2013,9143
Mississippi,Claiborne County,2014,9167
Mississippi,Claiborne County,2015,9209
Mississippi,Claiborne County,2016,9152
Mississippi,Claiborne County,2017,9026
Mississippi,Claiborne County,2018,9072
Mississippi,Claiborne County,2019,8988
Mississippi,Clarke County,2000,17749
Mississippi,Clarke County,2001,17556
Mississippi,Clarke County,2002,17402
Mississippi,Clarke County,2003,17235
Mississippi,Clarke County,2004,17133
Mississippi,Clarke County,2005,16905
Mississippi,Clarke County,2006,16976
Mississippi,Clarke County,2007,16857
Mississippi,Clarke County,2008,16772
Mississippi,Clarke County,2009,16671
Mississippi,Clarke County,2010,16732
Mississippi,Clarke County,2011,16695
Mississippi,Clarke County,2012,16529
Mississippi,Clarke County,2013,16417
Mississippi,Clarke County,2014,16276
Mississippi,Clarke County,2015,16022
Mississippi,Clarke County,2016,15896
Mississippi,Clarke County,2017,15805
Mississippi,Clarke County,2018,15585
Mississippi,Clarke County,2019,15541
Mississippi,Clay County,2000,21984
Mississippi,Clay County,2001,21811
Mississippi,Clay County,2002,21845
Mississippi,Clay County,2003,21484
Mississippi,Clay County,2004,21531
Mississippi,Clay County,2005,21245
Mississippi,Clay County,2006,21139
Mississippi,Clay County,2007,21017
Mississippi,Clay County,2008,20878
Mississippi,Clay County,2009,20804
Mississippi,Clay County,2010,20634
Mississippi,Clay County,2011,20496
Mississippi,Clay County,2012,20397
Mississippi,Clay County,2013,20355
Mississippi,Clay County,2014,20146
Mississippi,Clay County,2015,20005
Mississippi,Clay County,2016,19854
Mississippi,Clay County,2017,19621
Mississippi,Clay County,2018,19404
Mississippi,Clay County,2019,19316
Mississippi,Coahoma County,2000,30526
Mississippi,Coahoma County,2001,30172
Mississippi,Coahoma County,2002,29662
Mississippi,Coahoma County,2003,29055
Mississippi,Coahoma County,2004,28508
Mississippi,Coahoma County,2005,27875
Mississippi,Coahoma County,2006,27441
Mississippi,Coahoma County,2007,27025
Mississippi,Coahoma County,2008,26549
Mississippi,Coahoma County,2009,26257
Mississippi,Coahoma County,2010,26151
Mississippi,Coahoma County,2011,25851
Mississippi,Coahoma County,2012,25616
Mississippi,Coahoma County,2013,25182
Mississippi,Coahoma County,2014,24840
Mississippi,Coahoma County,2015,24500
Mississippi,Coahoma County,2016,23834
Mississippi,Coahoma County,2017,23214
Mississippi,Coahoma County,2018,22605
Mississippi,Coahoma County,2019,22124
Mississippi,Copiah County,2000,28761
Mississippi,Copiah County,2001,28857
Mississippi,Copiah County,2002,28762
Mississippi,Copiah County,2003,29058
Mississippi,Copiah County,2004,29157
Mississippi,Copiah County,2005,29134
Mississippi,Copiah County,2006,29540
Mississippi,Copiah County,2007,29565
Mississippi,Copiah County,2008,29584
Mississippi,Copiah County,2009,29484
Mississippi,Copiah County,2010,29449
Mississippi,Copiah County,2011,29278
Mississippi,Copiah County,2012,29047
Mississippi,Copiah County,2013,28941
Mississippi,Copiah County,2014,28977
Mississippi,Copiah County,2015,28865
Mississippi,Copiah County,2016,28647
Mississippi,Copiah County,2017,28528
Mississippi,Copiah County,2018,28400
Mississippi,Copiah County,2019,28065
Mississippi,Covington County,2000,19426
Mississippi,Covington County,2001,19332
Mississippi,Covington County,2002,19458
Mississippi,Covington County,2003,19660
Mississippi,Covington County,2004,19621
Mississippi,Covington County,2005,19480
Mississippi,Covington County,2006,19555
Mississippi,Covington County,2007,19510
Mississippi,Covington County,2008,19594
Mississippi,Covington County,2009,19516
Mississippi,Covington County,2010,19568
Mississippi,Covington County,2011,19485
Mississippi,Covington County,2012,19443
Mississippi,Covington County,2013,19208
Mississippi,Covington County,2014,19151
Mississippi,Covington County,2015,19243
Mississippi,Covington County,2016,19174
Mississippi,Covington County,2017,19014
Mississippi,Covington County,2018,18825
Mississippi,Covington County,2019,18636
Mississippi,DeSoto County,2000,108714
Mississippi,DeSoto County,2001,113401
Mississippi,DeSoto County,2002,118603
Mississippi,DeSoto County,2003,124347
Mississippi,DeSoto County,2004,130767
Mississippi,DeSoto County,2005,136915
Mississippi,DeSoto County,2006,145220
Mississippi,DeSoto County,2007,150688
Mississippi,DeSoto County,2008,156214
Mississippi,DeSoto County,2009,159706
Mississippi,DeSoto County,2010,161252
Mississippi,DeSoto County,2011,164075
Mississippi,DeSoto County,2012,166426
Mississippi,DeSoto County,2013,168370
Mississippi,DeSoto County,2014,170760
Mississippi,DeSoto County,2015,173271
Mississippi,DeSoto County,2016,175721
Mississippi,DeSoto County,2017,179005
Mississippi,DeSoto County,2018,181932
Mississippi,DeSoto County,2019,184945
Mississippi,Forrest County,2000,71982
Mississippi,Forrest County,2001,71846
Mississippi,Forrest County,2002,71584
Mississippi,Forrest County,2003,71747
Mississippi,Forrest County,2004,71732
Mississippi,Forrest County,2005,72043
Mississippi,Forrest County,2006,73219
Mississippi,Forrest County,2007,74057
Mississippi,Forrest County,2008,74196
Mississippi,Forrest County,2009,74863
Mississippi,Forrest County,2010,74934
Mississippi,Forrest County,2011,75790
Mississippi,Forrest County,2012,76412
Mississippi,Forrest County,2013,76584
Mississippi,Forrest County,2014,75822
Mississippi,Forrest County,2015,75593
Mississippi,Forrest County,2016,75564
Mississippi,Forrest County,2017,75155
Mississippi,Forrest County,2018,74912
Mississippi,Forrest County,2019,74897
Mississippi,Franklin County,2000,8414
Mississippi,Franklin County,2001,8286
Mississippi,Franklin County,2002,8130
Mississippi,Franklin County,2003,8150
Mississippi,Franklin County,2004,8196
Mississippi,Franklin County,2005,8076
Mississippi,Franklin County,2006,8111
Mississippi,Franklin County,2007,8165
Mississippi,Franklin County,2008,8136
Mississippi,Franklin County,2009,8112
Mississippi,Franklin County,2010,8118
Mississippi,Franklin County,2011,7984
Mississippi,Franklin County,2012,7901
Mississippi,Franklin County,2013,7876
Mississippi,Franklin County,2014,7775
Mississippi,Franklin County,2015,7729
Mississippi,Franklin County,2016,7709
Mississippi,Franklin County,2017,7754
Mississippi,Franklin County,2018,7758
Mississippi,Franklin County,2019,7713
Mississippi,George County,2000,19257
Mississippi,George County,2001,19459
Mississippi,George County,2002,19811
Mississippi,George County,2003,20166
Mississippi,George County,2004,20326
Mississippi,George County,2005,20699
Mississippi,George County,2006,21382
Mississippi,George County,2007,21764
Mississippi,George County,2008,22193
Mississippi,George County,2009,22280
Mississippi,George County,2010,22578
Mississippi,George County,2011,22856
Mississippi,George County,2012,22915
Mississippi,George County,2013,23213
Mississippi,George County,2014,23321
Mississippi,George County,2015,23378
Mississippi,George County,2016,23645
Mississippi,George County,2017,23951
Mississippi,George County,2018,24110
Mississippi,George County,2019,24500
Mississippi,Greene County,2000,13295
Mississippi,Greene County,2001,13231
Mississippi,Greene County,2002,13258
Mississippi,Greene County,2003,13323
Mississippi,Greene County,2004,13155
Mississippi,Greene County,2005,13201
Mississippi,Greene County,2006,13135
Mississippi,Greene County,2007,13776
Mississippi,Greene County,2008,14293
Mississippi,Greene County,2009,14449
Mississippi,Greene County,2010,14400
Mississippi,Greene County,2011,14323
Mississippi,Greene County,2012,14333
Mississippi,Greene County,2013,14288
Mississippi,Greene County,2014,14340
Mississippi,Greene County,2015,13549
Mississippi,Greene County,2016,13566
Mississippi,Greene County,2017,13529
Mississippi,Greene County,2018,13996
Mississippi,Greene County,2019,13586
Mississippi,Grenada County,2000,23160
Mississippi,Grenada County,2001,22898
Mississippi,Grenada County,2002,22684
Mississippi,Grenada County,2003,22410
Mississippi,Grenada County,2004,22222
Mississippi,Grenada County,2005,22173
Mississippi,Grenada County,2006,22388
Mississippi,Grenada County,2007,22335
Mississippi,Grenada County,2008,22194
Mississippi,Grenada County,2009,22036
Mississippi,Grenada County,2010,21906
Mississippi,Grenada County,2011,21603
Mississippi,Grenada County,2012,21614
Mississippi,Grenada County,2013,21529
Mississippi,Grenada County,2014,21596
Mississippi,Grenada County,2015,21444
Mississippi,Grenada County,2016,21219
Mississippi,Grenada County,2017,21037
Mississippi,Grenada County,2018,20984
Mississippi,Grenada County,2019,20758
Mississippi,Hancock County,2000,43307
Mississippi,Hancock County,2001,44172
Mississippi,Hancock County,2002,45058
Mississippi,Hancock County,2003,45772
Mississippi,Hancock County,2004,46717
Mississippi,Hancock County,2005,47715
Mississippi,Hancock County,2006,40087
Mississippi,Hancock County,2007,41707
Mississippi,Hancock County,2008,42764
Mississippi,Hancock County,2009,43471
Mississippi,Hancock County,2010,43929
Mississippi,Hancock County,2011,44744
Mississippi,Hancock County,2012,45263
Mississippi,Hancock County,2013,45522
Mississippi,Hancock County,2014,45980
Mississippi,Hancock County,2015,46305
Mississippi,Hancock County,2016,46643
Mississippi,Hancock County,2017,46949
Mississippi,Hancock County,2018,47278
Mississippi,Hancock County,2019,47632
Mississippi,Harrison County,2000,190071
Mississippi,Harrison County,2001,190922
Mississippi,Harrison County,2002,192145
Mississippi,Harrison County,2003,191290
Mississippi,Harrison County,2004,195971
Mississippi,Harrison County,2005,197784
Mississippi,Harrison County,2006,174449
Mississippi,Harrison County,2007,179054
Mississippi,Harrison County,2008,182735
Mississippi,Harrison County,2009,184930
Mississippi,Harrison County,2010,187105
Mississippi,Harrison County,2011,191070
Mississippi,Harrison County,2012,193540
Mississippi,Harrison County,2013,196134
Mississippi,Harrison County,2014,198340
Mississippi,Harrison County,2015,200674
Mississippi,Harrison County,2016,202504
Mississippi,Harrison County,2017,204966
Mississippi,Harrison County,2018,206284
